,,,,,,,,,,,,,,,~M,,,,,,,,,,,,,,,
,~,,~,~,~,~,~,~,~,~,~,~,~,~,~M,~,~,~,~,~,~,~,~,~,~,~,~,~,~,
,~,,~,,,,,,,,,,,,,,,,,,,,,,~,,,,~,
,~,~,~,,~,~,~,~,~,~,~,,~,~,~,~,~,,~,~,~,~,~,~,~,,~,~,~,
,~,,,,,,~,,,,,,~,,,,,,,,~,,,,,,~,,,
,~,~,~,~,~,~,~,,~,~,~,~,~,,~,~,~,~,~,~,~,,~,~,~,~,~,,~,
,,,,,,,,,~,,,,,,,,~,,,,,,~,,,,,,~,
,~,~,~,~,~,~,~,~,~,,~,~,~,~,~,~,~,~,~,~,~,,~,~,~,~,~,,~,
,~,,,,,,,,,,,,,,,,,,,,~,,,,,,~,,~,
,~,,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,,~,~,~,,~,~,~,
,~,,,,,,,,,,~,,,,,,,,,,,,~,,,,,,~,
,~,~,~,~,~,~,~,~,~,~,~,,~,~,~,,~,~,~,~,~,~,~,~,~,~,~,~,~,
,,,,,,,,,,,,,~,,,,~,,,,,,,,,,,,,
,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,,~,~,~,~,~,~,~,~,~,~,~,
,~,,,,,,,,,,,,,,,,,,~,,,,,,,,,,~,
,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,,~,~,~,~,~,,~,~,~,~,~,
,,,,,,,,,,,,,,,,,~,,,,,,~,,~,,,,,
,~,~,~,~,~,,~,~,~,~,~,~,~,~,~,~,~,,~,~,~,~,~,,~,~,~,~,~,
,~,,,,,,~,,,,,,,,,,,,,,,,,,,,,,~,
,~,~,~,~,~,,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,,~,~,~,~,~,
,,,,,~,,,,,,,,,,,,,,,,,,~,,~,,,,,
,~,~,~,~,~,,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,,~,~,~,~,~,
,~,,,,~,,~,,,,,,,,,,,,,,,,,,,,,,~,
,~,,~,~,~,,~,~,~,~,~,,~,~,~,~,~,~,~,~,~,~,~,,~,~,~,~,~,
,~,,,,,,,,,,~,,~,,,,,,,,,,~,,~,,,,,
,~,~,~,~,~,~,~,~,~,~,~,,~,~,~,~,~,,~,~,~,~,~,,~,~,~,~,~,
,~,,,,,,,,,,,,,,,,~,,~,,,,,,,,,,~,
,~,~,~,~,~,,~,~,~,~,~,~,~,~,~,~,~,,~,~,~,~,~,~,~,~,~,~,~,
,,,,,~,,~,,,,,,,,,,,,,,,,,,,,,,~,
,~,~,~,~,~,,~,~,~,~,~,~,~,~,~,~,~,,~,~,~,~,~,~,~,~,~,~,~,
,~,,,,,,,,,,,,,,,,~,,~,,,,,,,,,,,
,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,,~,~,~,~,~,,~,~,~,~,~,
,,,,,,,,,,,,,,,,,,,,,,,~,,,,,,~,
,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,~,,~,~,~,~,~,~,~,
,,,,,,,~,,,,,,,,,,,,,,~,,,,,,,,~,
,~,~,~,~,~,~,~,,~,~,~,~,~,~,~,~,~,~,~,,~,~,~,~,~,~,~,,~,
,~,,,,,,,,~,,,,,,,,,,~,,,,,,,,,,~,
,~,~,~,~,~,~,~,~,~,,~,~,~,~,~,~,~,,~,~,~,~,~,,~,~,~,~,~,
,~,,,,,,,,,,~,,,,,,~,,,,,,~,,~,,,,,
,~,~,~,~,~,~,~,,~,~,~,,~,,~,~,~,,~,~,~,~,~,,~,~,~,~,~,
,,,,,,,~,,,,~,,~,,~,,,,~,,,,,,,,,,~,
,~,~,~,~,~,~,~,~,~,~,~,,~,~,~,~,~,,~,~,~,~,~,~,~,~,~,~,~,
,,,,,,,,,,,,,,,H~,,,,,,,,,,,,,,,
